STATE,YEAR,ELEMENT,STATE_LEVEL3,STATE_LEVEL2,STATE_LEVEL1,PRICE TYPE,BASE PERIOD,UNIT,VALUE in ACTUALS,ABSOLUTE CHANGE in ACTUALS,ABSOLUTE CHANGE FROM A YEAR AGO in ACTUALS,% CHANGE,% CHANGE FROM A YEAR AGO,v_2013,v_2024,n_years,CAGR(%),perc_change_2013_2024
Himachal Pradesh,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,165497,15207,15207,10.12,10.12,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,174804,9307,9307,5.62,5.62,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,186559,11755,11755,6.72,6.72,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,173152,-13407,-13407,-7.19,-7.19,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,195795,22643,22643,13.08,13.08,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,218788,22993,22993,11.74,11.74,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,235199,16411,16411,7.5,7.5,99730,235199,11,8.111926099,135.8357565
Nagaland,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,61225,8215,8215,15.5,15.5,61225,145537,11,8.189689644,137.7084524
Nagaland,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,71510,10285,10285,16.8,16.8,61225,145537,11,8.189689644,137.7084524
Nagaland,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,78367,6857,6857,9.59,9.59,61225,145537,11,8.189689644,137.7084524
Nagaland,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,82466,4099,4099,5.23,5.23,61225,145537,11,8.189689644,137.7084524
Nagaland,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,91347,8881,8881,10.77,10.77,61225,145537,11,8.189689644,137.7084524
Nagaland,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,102003,10656,10656,11.67,11.67,61225,145537,11,8.189689644,137.7084524
Nagaland,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,109198,7195,7195,7.05,7.05,61225,145537,11,8.189689644,137.7084524
Nagaland,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,122759,13561,13561,12.42,12.42,61225,145537,11,8.189689644,137.7084524
Nagaland,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,119781,-2978,-2978,-2.43,-2.43,61225,145537,11,8.189689644,137.7084524
Nagaland,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,127225,7444,7444,6.21,6.21,61225,145537,11,8.189689644,137.7084524
Nagaland,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,145537,18312,18312,14.39,14.39,61225,145537,11,8.189689644,137.7084524
Nagaland,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,145537,18312,18312,14.39,14.39,61225,145537,11,8.189689644,137.7084524
Arunachal Pradesh,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,82626,9086,9086,12.36,12.36,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,94135,11509,11509,13.93,13.93,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,114789,20654,20654,21.94,21.94,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,116985,2196,2196,1.91,1.91,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,124129,7144,7144,6.11,6.11,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,138836,14707,14707,11.85,11.85,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,155103,16267,16267,11.72,11.72,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,182171,27068,27068,17.45,17.45,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,181537,-634,-634,-0.35,-0.35,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,190851,9314,9314,5.13,5.13,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,199992,9141,9141,4.79,4.79,82626,199992,11,8.367642814,142.0448769
Arunachal Pradesh,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,199992,9141,9141,4.79,4.79,82626,199992,11,8.367642814,142.0448769
Chhattisgarh,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,60849,5672,5672,10.28,10.28,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,69880,9031,9031,14.84,14.84,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,72936,3056,3056,4.37,4.37,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,72991,55,55,0.08,0.08,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,83285,10294,10294,14.1,14.1,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,88793,5508,5508,6.61,6.61,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,102024,13231,13231,14.9,14.9,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,106611,4587,4587,4.5,4.5,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,106117,-494,-494,-0.46,-0.46,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,122934,16817,16817,15.85,15.85,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,137329,14395,14395,11.71,11.71,60849,147361,11,8.372933337,142.1748919
Chhattisgarh,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,147361,10032,10032,7.31,7.31,60849,147361,11,8.372933337,142.1748919
Bihar,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,24487,2737,2737,12.58,12.58,24487,60337,11,8.543638525,146.4042145
Bihar,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,26948,2461,2461,10.05,10.05,24487,60337,11,8.543638525,146.4042145
Bihar,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,28671,1723,1723,6.39,6.39,24487,60337,11,8.543638525,146.4042145
Bihar,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,30404,1733,1733,6.04,6.04,24487,60337,11,8.543638525,146.4042145
Bihar,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,34045,3641,3641,11.98,11.98,24487,60337,11,8.543638525,146.4042145
Bihar,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,36850,2805,2805,8.24,8.24,24487,60337,11,8.543638525,146.4042145
Bihar,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,40715,3865,3865,10.49,10.49,24487,60337,11,8.543638525,146.4042145
Bihar,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,44175,3460,3460,8.5,8.5,24487,60337,11,8.543638525,146.4042145
Bihar,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,42128,-2047,-2047,-4.63,-4.63,24487,60337,11,8.543638525,146.4042145
Bihar,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,47296,5168,5168,12.27,12.27,24487,60337,11,8.543638525,146.4042145
Bihar,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,53478,6182,6182,13.07,13.07,24487,60337,11,8.543638525,146.4042145
Bihar,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,60337,6859,6859,12.83,12.83,24487,60337,11,8.543638525,146.4042145
Maharashtra,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,112092,12495,12495,12.55,12.55,112092,277603,11,8.593668175,147.6563894
Maharashtra,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,125261,13169,13169,11.75,11.75,112092,277603,11,8.593668175,147.6563894
Maharashtra,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,132836,7575,7575,6.05,6.05,112092,277603,11,8.593668175,147.6563894
Maharashtra,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,146815,13979,13979,10.52,10.52,112092,277603,11,8.593668175,147.6563894
Maharashtra,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,163726,16911,16911,11.52,11.52,112092,277603,11,8.593668175,147.6563894
Maharashtra,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,172663,8937,8937,5.46,5.46,112092,277603,11,8.593668175,147.6563894
Maharashtra,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,182865,10202,10202,5.91,5.91,112092,277603,11,8.593668175,147.6563894
Maharashtra,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,189843,6978,6978,3.82,3.82,112092,277603,11,8.593668175,147.6563894
Maharashtra,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,182454,-7389,-7389,-3.89,-3.89,112092,277603,11,8.593668175,147.6563894
Maharashtra,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,219573,37119,37119,20.34,20.34,112092,277603,11,8.593668175,147.6563894
Maharashtra,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,252389,32816,32816,14.95,14.95,112092,277603,11,8.593668175,147.6563894
Maharashtra,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,277603,25214,25214,9.99,9.99,112092,277603,11,8.593668175,147.6563894
Jammu & Kashmir,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,57279,5504,5504,10.63,10.63,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,61907,4628,4628,8.08,8.08,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,62327,420,420,0.68,0.68,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,74950,12623,12623,20.25,20.25,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,78960,4010,4010,5.35,5.35,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,87710,8750,8750,11.08,11.08,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,98738,11028,11028,12.57,12.57,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,101868,3130,3130,3.17,3.17,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,101645,-223,-223,-0.22,-0.22,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,112898,11253,11253,11.07,11.07,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,130492,17594,17594,15.58,15.58,57279,142138,11,8.613338041,148.150282
Jammu & Kashmir,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,142138,11646,11646,8.92,8.92,57279,142138,11,8.613338041,148.150282
Kerala,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,110314,12402,12402,12.67,12.67,110314,281001,11,8.871977694,154.728321
Kerala,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,123388,13074,13074,11.85,11.85,110314,281001,11,8.871977694,154.728321
Kerala,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,135537,12149,12149,9.85,9.85,110314,281001,11,8.871977694,154.728321
Kerala,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,148133,12596,12596,9.29,9.29,110314,281001,11,8.871977694,154.728321
Kerala,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,166246,18113,18113,12.23,12.23,110314,281001,11,8.871977694,154.728321
Kerala,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,183252,17006,17006,10.23,10.23,110314,281001,11,8.871977694,154.728321
Kerala,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,205437,22185,22185,12.11,12.11,110314,281001,11,8.871977694,154.728321
Kerala,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,208879,3442,3442,1.68,1.68,110314,281001,11,8.871977694,154.728321
Kerala,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,194432,-14447,-14447,-6.92,-6.92,110314,281001,11,8.871977694,154.728321
Kerala,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,230280,35848,35848,18.44,18.44,110314,281001,11,8.871977694,154.728321
Kerala,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,252662,22382,22382,9.72,9.72,110314,281001,11,8.871977694,154.728321
Kerala,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,281001,28339,28339,11.22,11.22,110314,281001,11,8.871977694,154.728321
All India,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,70983,7521,7521,11.85,11.85,70983,184205,11,9.056042359,159.5057972
All India,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,79118,8135,8135,11.46,11.46,70983,184205,11,9.056042359,159.5057972
All India,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,86647,7529,7529,9.52,9.52,70983,184205,11,9.056042359,159.5057972
All India,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,94797,8150,8150,9.41,9.41,70983,184205,11,9.056042359,159.5057972
All India,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,104880,10083,10083,10.64,10.64,70983,184205,11,9.056042359,159.5057972
All India,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,115224,10344,10344,9.86,9.86,70983,184205,11,9.056042359,159.5057972
All India,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,125946,10722,10722,9.31,9.31,70983,184205,11,9.056042359,159.5057972
All India,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,132341,6395,6395,5.08,5.08,70983,184205,11,9.056042359,159.5057972
All India,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,127244,-5097,-5097,-3.85,-3.85,70983,184205,11,9.056042359,159.5057972
All India,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,150906,23662,23662,18.6,18.6,70983,184205,11,9.056042359,159.5057972
All India,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,169496,18590,18590,12.32,12.32,70983,184205,11,9.056042359,159.5057972
All India,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,NA,NA,Current Price,Base Year : 2011-12,Indian rupee,184205,14709,14709,8.68,8.68,70983,184205,11,9.056042359,159.5057972
