STATE,YEAR,ELEMENT,STATE_LEVEL3,STATE_LEVEL2,STATE_LEVEL1,PRICE TYPE,BASE PERIOD,UNIT,VALUE in ACTUALS,ABSOLUTE CHANGE in ACTUALS,ABSOLUTE CHANGE FROM A YEAR AGO in ACTUALS,% CHANGE,% CHANGE FROM A YEAR AGO,v_2013,v_2024,n_years,CAGR(%),perc_change_2013_2024
Tamil Nadu,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,194373,19097,19097,10.9,10.9,105340,315220,11,10.47769038,199.2405544
Tamil Nadu,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,206165,11792,11792,6.07,6.07,105340,315220,11,10.47769038,199.2405544
Tamil Nadu,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,209628,3463,3463,1.68,1.68,105340,315220,11,10.47769038,199.2405544
Tamil Nadu,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,242339,32711,32711,15.6,15.6,105340,315220,11,10.47769038,199.2405544
Tamil Nadu,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,277802,35463,35463,14.63,14.63,105340,315220,11,10.47769038,199.2405544
Tamil Nadu,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,315220,37418,37418,13.47,13.47,105340,315220,11,10.47769038,199.2405544
Assam,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,44599,3457,3457,8.4,8.4,44599,135787,11,10.65156278,204.4619835
Assam,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,49734,5135,5135,11.51,11.51,44599,135787,11,10.65156278,204.4619835
Assam,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,52895,3161,3161,6.36,6.36,44599,135787,11,10.65156278,204.4619835
Assam,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,60817,7922,7922,14.98,14.98,44599,135787,11,10.65156278,204.4619835
Assam,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,66330,5513,5513,9.06,9.06,44599,135787,11,10.65156278,204.4619835
Assam,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,75151,8821,8821,13.3,13.3,44599,135787,11,10.65156278,204.4619835
Assam,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,81034,5883,5883,7.83,7.83,44599,135787,11,10.65156278,204.4619835
Assam,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,90123,9089,9089,11.22,11.22,44599,135787,11,10.65156278,204.4619835
Assam,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,86947,-3176,-3176,-3.52,-3.52,44599,135787,11,10.65156278,204.4619835
Assam,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,103371,16424,16424,18.89,18.89,44599,135787,11,10.65156278,204.4619835
Assam,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,119308,15937,15937,15.42,15.42,44599,135787,11,10.65156278,204.4619835
Assam,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,135787,16479,16479,13.81,13.81,44599,135787,11,10.65156278,204.4619835
Madhya Pradesh,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,44773,6276,6276,16.3,16.3,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,51849,7076,7076,15.8,15.8,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,55678,3829,3829,7.38,7.38,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,62080,6402,6402,11.5,11.5,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,74324,12244,12244,19.72,19.72,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,81966,7642,7642,10.28,10.28,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,92337,10371,10371,12.65,12.65,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,101909,9572,9572,10.37,10.37,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,102007,98,98,0.1,0.1,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,116689,14682,14682,14.39,14.39,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,132010,15321,15321,13.13,13.13,44773,142565,11,11.10330416,218.4173497
Madhya Pradesh,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,142565,10555,10555,8,8,44773,142565,11,11.10330416,218.4173497
Andhra Pradesh,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,74687,5687,5687,8.24,8.24,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,82870,8183,8183,10.96,10.96,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,93903,11033,11033,13.31,13.31,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,108002,14099,14099,15.01,15.01,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,120676,12674,12674,11.73,11.73,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,138299,17623,17623,14.6,14.6,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,154031,15732,15732,11.38,11.38,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,160341,6310,6310,4.1,4.1,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,168063,7722,7722,4.82,4.82,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,197214,29151,29151,17.35,17.35,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,219881,22667,22667,11.49,11.49,74687,242479,11,11.29958785,224.6602488
Andhra Pradesh,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,242479,22598,22598,10.28,10.28,74687,242479,11,11.29958785,224.6602488
Karnataka,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,102319,12056,12056,13.36,13.36,102319,332926,11,11.32200987,225.3804279
Karnataka,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,118829,16510,16510,16.14,16.14,102319,332926,11,11.32200987,225.3804279
Karnataka,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,130024,11195,11195,9.42,9.42,102319,332926,11,11.32200987,225.3804279
Karnataka,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,148108,18084,18084,13.91,13.91,102319,332926,11,11.32200987,225.3804279
Karnataka,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,169898,21790,21790,14.71,14.71,102319,332926,11,11.32200987,225.3804279
Karnataka,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,185840,15942,15942,9.38,9.38,102319,332926,11,11.32200987,225.3804279
Karnataka,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,205245,19405,19405,10.44,10.44,102319,332926,11,11.32200987,225.3804279
Karnataka,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,222141,16896,16896,8.23,8.23,102319,332926,11,11.32200987,225.3804279
Karnataka,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,221781,-360,-360,-0.16,-0.16,102319,332926,11,11.32200987,225.3804279
Karnataka,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,266866,45085,45085,20.33,20.33,102319,332926,11,11.32200987,225.3804279
Karnataka,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,304474,37608,37608,14.09,14.09,102319,332926,11,11.32200987,225.3804279
Karnataka,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,332926,28452,28452,9.34,9.34,102319,332926,11,11.32200987,225.3804279
Mizoram,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,65013,7359,7359,12.76,12.76,65013,215144,11,11.49312641,230.9245843
Mizoram,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,77584,12571,12571,19.34,19.34,65013,215144,11,11.49312641,230.9245843
Mizoram,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,103049,25465,25465,32.82,32.82,65013,215144,11,11.49312641,230.9245843
Mizoram,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,114055,11006,11006,10.68,10.68,65013,215144,11,11.49312641,230.9245843
Mizoram,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,127107,13052,13052,11.44,11.44,65013,215144,11,11.49312641,230.9245843
Mizoram,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,155222,28115,28115,22.12,22.12,65013,215144,11,11.49312641,230.9245843
Mizoram,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,164708,9486,9486,6.11,6.11,65013,215144,11,11.49312641,230.9245843
Mizoram,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,195365,30657,30657,18.61,18.61,65013,215144,11,11.49312641,230.9245843
Mizoram,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,173521,-21844,-21844,-11.18,-11.18,65013,215144,11,11.49312641,230.9245843
Mizoram,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,190965,17444,17444,10.05,10.05,65013,215144,11,11.49312641,230.9245843
Mizoram,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,215144,24179,24179,12.66,12.66,65013,215144,11,11.49312641,230.9245843
Mizoram,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,215144,24179,24179,12.66,12.66,65013,215144,11,11.49312641,230.9245843
Sikkim,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,174183,15516,15516,9.78,9.78,174183,587743,11,11.69057277,237.4284517
Sikkim,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,194624,20441,20441,11.74,11.74,174183,587743,11,11.69057277,237.4284517
Sikkim,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,214148,19524,19524,10.03,10.03,174183,587743,11,11.69057277,237.4284517
Sikkim,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,245987,31839,31839,14.87,14.87,174183,587743,11,11.69057277,237.4284517
Sikkim,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,280729,34742,34742,14.12,14.12,174183,587743,11,11.69057277,237.4284517
Sikkim,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,349163,68434,68434,24.38,24.38,174183,587743,11,11.69057277,237.4284517
Sikkim,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,375773,26610,26610,7.62,7.62,174183,587743,11,11.69057277,237.4284517
Sikkim,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,412627,36854,36854,9.81,9.81,174183,587743,11,11.69057277,237.4284517
Sikkim,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,415045,2418,2418,0.59,0.59,174183,587743,11,11.69057277,237.4284517
Sikkim,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,466518,51473,51473,12.4,12.4,174183,587743,11,11.69057277,237.4284517
Sikkim,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,520466,53948,53948,11.56,11.56,174183,587743,11,11.69057277,237.4284517
Sikkim,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,587743,67277,67277,12.93,12.93,174183,587743,11,11.69057277,237.4284517
Tripura,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,52574,5419,5419,11.49,11.49,52574,177723,11,11.7090657,238.0435196
Tripura,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,61815,9241,9241,17.58,17.58,52574,177723,11,11.7090657,238.0435196
Tripura,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,69857,8042,8042,13.01,13.01,52574,177723,11,11.7090657,238.0435196
Tripura,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,84267,14410,14410,20.63,20.63,52574,177723,11,11.7090657,238.0435196
Tripura,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,91596,7329,7329,8.7,8.7,52574,177723,11,11.7090657,238.0435196
Tripura,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,100444,8848,8848,9.66,9.66,52574,177723,11,11.7090657,238.0435196
Tripura,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,113016,12572,12572,12.52,12.52,52574,177723,11,11.7090657,238.0435196
Tripura,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,121456,8440,8440,7.47,7.47,52574,177723,11,11.7090657,238.0435196
Tripura,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,118401,-3055,-3055,-2.52,-2.52,52574,177723,11,11.7090657,238.0435196
Tripura,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,137032,18631,18631,15.74,15.74,52574,177723,11,11.7090657,238.0435196
Tripura,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,157364,20332,20332,14.84,14.84,52574,177723,11,11.7090657,238.0435196
Tripura,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,177723,20359,20359,12.94,12.94,52574,177723,11,11.7090657,238.0435196
Telangana,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,101007,9886,9886,10.85,10.85,101007,356564,11,12.14985829,253.0091974
Telangana,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,112162,11155,11155,11.04,11.04,101007,356564,11,12.14985829,253.0091974
Telangana,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,124104,11942,11942,10.65,10.65,101007,356564,11,12.14985829,253.0091974
Telangana,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,140840,16736,16736,13.49,13.49,101007,356564,11,12.14985829,253.0091974
Telangana,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,159395,18555,18555,13.17,13.17,101007,356564,11,12.14985829,253.0091974
Telangana,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,179358,19963,19963,12.52,12.52,101007,356564,11,12.14985829,253.0091974
Telangana,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,209848,30490,30490,17,17,101007,356564,11,12.14985829,253.0091974
Telangana,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,231326,21478,21478,10.24,10.24,101007,356564,11,12.14985829,253.0091974
Telangana,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,225734,-5592,-5592,-2.42,-2.42,101007,356564,11,12.14985829,253.0091974
Telangana,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,269000,43266,43266,19.17,19.17,101007,356564,11,12.14985829,253.0091974
Telangana,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,312522,43522,43522,16.18,16.18,101007,356564,11,12.14985829,253.0091974
Telangana,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Southern Region,Current Price,Base Year : 2011-12,Indian rupee,356564,44042,44042,14.09,14.09,101007,356564,11,12.14985829,253.0091974
